,symbol_id,exchange_id,symbol_type,asset_id_base,asset_id_quote,data_end,data_quote_end,price,symbol_id_exchange,asset_id_base_exchange,asset_id_quote_exchange,price_precision,size_precision,option_type_is_call,option_strike_price,option_contract_unit,option_exercise_style,option_expiration_time,data_trade_end,future_delivery_time,future_contract_unit,future_contract_unit_asset,asset_id_unit,data_start,data_quote_start,data_orderbook_start,data_orderbook_end,data_trade_start,volume_1hrs,volume_1hrs_usd,volume_1day,volume_1day_usd,index_id,index_display_name,index_display_description,contract_delivery_time,contract_unit,contract_id,contract_display_name,contract_display_description
65777,COINBASE_SPOT_CTSI_USD,COINBASE,SPOT,CTSI,USD,2022-01-06,2022-01-06T15:35:34.9880760Z,0.6361,CTSI-USD,CTSI,USD,0.0001,0.1,,,,,,2022-01-06T15:25:06.5505670Z,,,,,2021-05-11,2021-05-11T22:24:25.2857210Z,,,2021-06-02T15:20:31.3533080Z,122835.5,78141.19,6976377.9,4437987.71,,,,,,,,
65782,COINBASE_SPOT_ICP_USD,COINBASE,SPOT,ICP,USD,2022-01-06,2022-01-06T15:32:53.2735330Z,30.035,ICP-USD,ICP,USD,0.01,0.0001,,,,,,2022-01-06T15:34:04.4608490Z,,,,,2021-05-11,2021-05-11T22:24:24.6516480Z,,,2021-06-02T15:20:21.4063380Z,54626.3278,1641906.06,3192734.7612,95964176.02,,,,,,,,
65790,COINBASE_SPOT_RLC_USD,COINBASE,SPOT,RLC,USD,2022-01-06,2022-01-06T15:30:32.5961680Z,2.995,RLC-USD,RLC,USD,0.01,0.01,,,,,,2022-01-06T15:33:30.2505520Z,,,,,2021-05-11,2021-05-11T22:24:24.6673650Z,,,2021-06-02T15:20:23.8448260Z,60285.49,180317.0,2122435.99,6348315.06,,,,,,,,
66924,COINBASE_SPOT_FORTH_USD,COINBASE,SPOT,FORTH,USD,2022-01-06,2022-01-06T15:32:42.2453280Z,8.46,FORTH-USD,FORTH,USD,0.01,0.001,,,,,,2022-01-06T15:37:22.0948250Z,,,,,2021-05-21,2021-05-21T13:52:05.8475380Z,,,2021-06-02T15:20:18.5012970Z,2209.727,18667.47,131750.594,1113010.92,,,,,,,,
69778,COINBASE_SPOT_DOGE_USD,COINBASE,SPOT,DOGE,USD,2022-01-06,2022-01-06T15:39:05.6586700Z,0.15765,DOGE-USD,DOGE,USD,0.0001,0.1,,,,,,2022-01-06T15:25:58.7613510Z,,,,,2021-06-03,2021-06-03T16:05:15.3687140Z,,,2021-06-03T16:10:15.0608640Z,13255022.6,2090899.03,375604184.9,59249270.99,,,,,,,,
70702,COINBASE_SPOT_AMP_USD,COINBASE,SPOT,AMP,USD,2022-01-06,2022-01-06T15:32:03.1314670Z,0.04601,AMP-USD,AMP,USD,1e-05,1.0,,,,,,2022-01-06T15:38:35.4284820Z,,,,,2021-06-10,2021-06-10T16:00:40.5567650Z,,,2021-06-10T16:08:28.9400820Z,8132792.0,374072.69,356431744.0,16394293.84,,,,,,,,
70703,COINBASE_SPOT_MLN_USD,COINBASE,SPOT,MLN,USD,2022-01-06,2022-01-06T15:39:24.0748580Z,80.775,MLN-USD,MLN,USD,0.01,0.001,,,,,,2022-01-06T15:37:19.6897170Z,,,,,2021-06-10,2021-06-10T16:02:40.4533580Z,,,2021-06-10T16:13:06.0396960Z,1060.612,85745.89,57556.38,4653184.21,,,,,,,,
70705,COINBASE_SPOT_GTC_USD,COINBASE,SPOT,GTC,USD,2022-01-06,2022-01-06T15:32:24.7161450Z,12.92,GTC-USD,GTC,USD,0.01,0.01,,,,,,2022-01-06T15:26:14.6979240Z,,,,,2021-06-10,2021-06-10T16:02:51.2313210Z,,,2021-06-10T16:18:27.7429610Z,6753.81,87287.01,369954.53,4781334.5,,,,,,,,
71491,COINBASE_SPOT_DOT_USD,COINBASE,SPOT,DOT,USD,2022-01-06,2022-01-06T15:30:50.6435030Z,26.095,DOT-USD,DOT,USD,0.01,0.001,,,,,,2022-01-06T15:39:22.0649170Z,,,,,2021-06-16,2021-06-16T16:05:01.9935650Z,,,2021-06-16T16:13:47.6836130Z,88904.284,2320875.07,3759305.716,98137890.67,,,,,,,,
71691,COINBASE_SPOT_CHZ_USD,COINBASE,SPOT,CHZ,USD,2022-01-06,2022-01-06T15:35:04.3211580Z,0.2786,CHZ-USD,CHZ,USD,0.0001,0.1,,,,,,2022-01-06T15:36:48.4303640Z,,,,,2021-06-17,2021-06-17T16:01:24.9059940Z,,,2021-06-17T16:08:02.6764220Z,1183770.9,330010.84,30033229.3,8372643.03,,,,,,,,
71692,COINBASE_SPOT_KEEP_USD,COINBASE,SPOT,KEEP,USD,2022-01-06,2022-01-06T15:31:18.5653280Z,0.7224,KEEP-USD,KEEP,USD,0.0001,0.1,,,,,,2022-01-06T15:34:49.0947520Z,,,,,2021-06-17,2021-06-17T16:00:58.9881020Z,,,2021-06-17T16:08:39.2716070Z,310779.7,224575.91,8457138.1,6111304.73,,,,,,,,
71697,COINBASE_SPOT_SOL_USD,COINBASE,SPOT,SOL,USD,2022-01-06,2022-01-06T15:30:40.6376430Z,149.41,SOL-USD,SOL,USD,0.01,0.001,,,,,,2022-01-06T15:29:46.5429960Z,,,,,2021-06-17,2021-06-17T16:00:58.6051520Z,,,2021-06-17T16:08:02.8357150Z,74580.932,11145644.76,2040453.441,304932756.74,,,,,,,,
72706,COINBASE_SPOT_BOND_USD,COINBASE,SPOT,BOND,USD,2022-01-06,2022-01-06T15:42:57.1041700Z,16.545,BOND-USD,BOND,USD,0.01,0.001,,,,,,2022-01-06T15:29:43.8753680Z,,,,,2021-06-24,2021-08-25T07:39:07.9297170Z,,,2021-06-24T16:09:21.5985240Z,5324.473,88114.76,144610.688,2393163.69,,,,,,,,
72714,COINBASE_SPOT_LPT_USD,COINBASE,SPOT,LPT,USD,2022-01-06,2022-01-06T15:31:42.7288530Z,41.72,LPT-USD,LPT,USD,0.01,0.001,,,,,,2022-01-06T15:27:09.5033190Z,,,,,2021-06-24,2021-08-25T07:39:34.1088370Z,,,2021-06-24T16:09:19.7066240Z,10361.196,432586.3,453027.935,18914194.69,,,,,,,,
75127,COINBASE_SPOT_RLY_USD,COINBASE,SPOT,RLY,USD,2022-01-06,2022-01-06T15:32:15.4836620Z,0.3094,RLY-USD,RLY,USD,0.0001,1.0,,,,,,2022-01-06T15:30:55.5551710Z,,,,,2021-07-15,2021-07-15T15:08:19.1661810Z,,,2021-07-15T15:30:17.1850630Z,98070.0,30354.65,3395294.0,1050912.24,,,,,,,,
75135,COINBASE_SPOT_MASK_USD,COINBASE,SPOT,MASK,USD,2022-01-06,2022-01-06T15:37:23.0888310Z,10.8,MASK-USD,MASK,USD,0.01,0.01,,,,,,2022-01-06T15:39:29.6558760Z,,,,,2021-07-15,2021-07-15T16:39:23.8532560Z,,,2021-07-15T16:49:02.2483740Z,3348.08,36158.13,220739.59,2383912.84,,,,,,,,
75175,COINBASE_SPOT_CLV_USD,COINBASE,SPOT,CLV,USD,2022-01-06,2022-01-06T15:32:32.3167260Z,0.615,CLV-USD,CLV,USD,0.01,0.01,,,,,,2022-01-06T15:34:01.2793860Z,,,,,2021-07-15,2021-07-15T22:11:36.0462520Z,,,2021-07-15T22:15:31.3873310Z,143244.58,88415.92,3484029.61,2150473.62,,,,,,,,
88340,COINBASE_SPOT_POLY_USD,COINBASE,SPOT,POLY,USD,2022-01-06,2022-01-06T15:34:08.2026220Z,0.4796,POLY-USD,POLY,USD,0.0001,1.0,,,,,,2022-01-06T15:38:25.6454530Z,,,,,2021-07-27,2021-07-27T16:05:27.4998140Z,,,2021-07-27T18:38:30.2390440Z,188458.0,90451.73,7038361.0,3378110.23,,,,,,,,
88341,COINBASE_SPOT_FET_USD,COINBASE,SPOT,FET,USD,2022-01-06,2022-01-06T15:30:04.0606940Z,0.53865,FET-USD,FET,USD,0.0001,0.1,,,,,,2022-01-06T15:31:17.2894630Z,,,,,2021-07-27,2021-07-27T16:02:36.1724040Z,,,2021-07-27T16:06:54.5549240Z,924218.2,497994.58,31170203.1,16795375.92,,,,,,,,
88344,COINBASE_SPOT_PAX_USD,COINBASE,SPOT,PAX,USD,2022-01-06,2022-01-06T15:39:31.4450460Z,1.0,PAX-USD,PAX,USD,0.01,0.01,,,,,,2022-01-06T15:39:31.4450460Z,,,,,2021-07-27,2021-07-27T16:31:31.0084810Z,,,2021-07-27T18:52:29.9347420Z,30338.4,30335.58,126579.89,126568.12,,,,,,,,
91684,COINBASE_SPOT_FARM_USD,COINBASE,SPOT,FARM,USD,2022-01-06,2022-01-06T15:37:32.2213640Z,144.695,FARM-USD,FARM,USD,0.01,0.001,,,,,,2022-01-06T15:28:24.6073980Z,,,,,2021-07-29,2021-07-29T18:02:31.3025710Z,,,2021-07-29T18:12:41.3601300Z,1087.577,157381.88,73999.523,10708376.32,,,,,,,,
92388,COINBASE_SPOT_ACH_USD,COINBASE,SPOT,ACH,USD,2022-01-06,2022-01-06T15:42:30.3082780Z,0.063247,ACH-USD,ACH,USD,1e-06,0.1,,,,,,2022-01-06T15:30:19.3932320Z,,,,,2021-08-03,2021-08-03T16:05:26.7703580Z,,,2021-08-03T16:11:54.8812510Z,3101220.6,196175.46,530794179.4,33576712.8,,,,,,,,
92389,COINBASE_SPOT_RAI_USD,COINBASE,SPOT,RAI,USD,2022-01-06,2022-01-06T15:28:33.7806860Z,3.03,RAI-USD,RAI,USD,0.01,0.01,,,,,,2022-01-06T15:38:11.8889890Z,,,,,2021-08-03,2021-08-03T16:07:13.2829630Z,,,2021-08-03T16:12:01.6803540Z,1965.8,5956.37,61162.13,185321.25,,,,,,,,
92390,COINBASE_SPOT_PLA_USD,COINBASE,SPOT,PLA,USD,2022-01-06,2022-01-06T15:35:54.2319900Z,1.1181,PLA-USD,PLA,USD,0.0001,0.1,,,,,,2022-01-06T15:31:57.6533840Z,,,,,2021-08-03,2021-08-03T16:06:12.1763200Z,,,2021-08-04T16:23:28.8984110Z,1466908.9,1695472.49,15871918.4,18344970.88,,,,,,,,
94279,COINBASE_SPOT_IOTX_USD,COINBASE,SPOT,IOTX,USD,2022-01-06,2022-01-06T15:40:09.4522630Z,0.13526,IOTX-USD,IOTX,USD,1e-05,1.0,,,,,,2022-01-06T15:35:32.9688880Z,,,,,2021-08-11,2021-08-11T19:00:44.9393170Z,,,2021-08-11T19:07:41.8531410Z,866316.0,107203.24,20273145.0,2508722.97,,,,,,,,
94282,COINBASE_SPOT_ORN_USD,COINBASE,SPOT,ORN,USD,2022-01-06,2022-01-06T15:34:11.3388040Z,5.195,ORN-USD,ORN,USD,0.01,0.01,,,,,,2022-01-06T15:30:51.3069860Z,,,,,2021-08-11,2021-08-11T18:58:35.2238490Z,,,2021-08-11T19:07:35.8569130Z,2947.1,15301.38,148856.01,772862.19,,,,,,,,
94284,COINBASE_SPOT_QUICK_USD,COINBASE,SPOT,QUICK,USD,2022-01-06,2022-01-06T15:34:03.3242890Z,298.935,QUICK-USD,QUICK,USD,0.01,0.0001,,,,,,2022-01-06T15:32:45.1640250Z,,,,,2021-08-11,2021-08-11T18:59:51.9841740Z,,,2021-08-11T23:10:11.8164940Z,355.6083,106322.01,15002.9427,4485674.36,,,,,,,,
94285,COINBASE_SPOT_UST_USD,COINBASE,SPOT,UST,USD,2022-01-06,2022-01-06T15:32:22.0724700Z,1.001,UST-USD,UST,USD,0.001,0.01,,,,,,2022-01-06T15:27:06.6694920Z,,,,,2021-08-11,2021-08-11T18:58:38.9172570Z,,,2021-08-11T19:10:50.5301470Z,365997.91,366222.77,7564524.91,7569172.36,,,,,,,,
94287,COINBASE_SPOT_TRIBE_USD,COINBASE,SPOT,TRIBE,USD,2022-01-06,2022-01-06T15:31:26.9222570Z,0.89335,TRIBE-USD,TRIBE,USD,0.0001,0.1,,,,,,2022-01-06T15:27:31.8144660Z,,,,,2021-08-11,2021-08-11T19:00:43.5509170Z,,,2021-08-11T19:12:00.7985270Z,28145.3,25174.7,784256.0,701481.49,,,,,,,,
94448,COINBASE_SPOT_AXS_USD,COINBASE,SPOT,AXS,USD,2022-01-06,2022-01-06T15:35:10.5755030Z,78.29,AXS-USD,AXS,USD,0.01,0.001,,,,,,2022-01-06T15:34:07.9930280Z,,,,,2021-08-12,2021-08-12T18:56:01.9053790Z,,,2021-08-12T19:05:09.7192180Z,8079.117,632807.0,368088.58,28831001.04,,,,,,,,
94453,COINBASE_SPOT_WLUNA_USD,COINBASE,SPOT,WLUNA,USD,2022-01-06,2022-01-06T15:29:13.2508210Z,76.37,WLUNA-USD,WLUNA,USD,0.01,0.001,,,,,,2022-01-06T15:34:59.0950750Z,,,,,2021-08-12,2021-08-12T18:57:17.5494800Z,,,2021-08-12T19:05:33.6506420Z,31299.526,2390394.65,604689.171,46181074.99,,,,,,,,
94454,COINBASE_SPOT_REQ_USD,COINBASE,SPOT,REQ,USD,2022-01-06,2022-01-06T15:28:51.3137240Z,0.31052,REQ-USD,REQ,USD,1e-05,1.0,,,,,,2022-01-06T15:32:12.1258240Z,,,,,2021-08-12,2021-08-12T18:54:48.9141330Z,,,2021-08-12T19:05:10.4392940Z,1003898.0,311816.75,32894141.0,10217117.89,,,,,,,,
94456,COINBASE_SPOT_TRU_USD,COINBASE,SPOT,TRU,USD,2022-01-06,2022-01-06T15:28:55.6891220Z,0.2789,TRU-USD,TRU,USD,0.0001,0.1,,,,,,2022-01-06T15:30:17.0090420Z,,,,,2021-08-12,2021-08-12T18:55:30.2871820Z,,,2021-08-12T19:05:09.7917360Z,621552.9,173485.17,16438720.0,4588304.86,,,,,,,,
98276,COINBASE_SPOT_QNT_USD,COINBASE,SPOT,QNT,USD,2022-01-06,2022-01-06T15:42:10.8563610Z,163.6,QNT-USD,QNT,USD,0.01,0.001,,,,,,2022-01-06T15:25:27.7691460Z,,,,,2021-08-25,2021-08-25T07:39:05.9620190Z,,,2021-08-25T07:39:05.9620190Z,2490.871,407434.37,72878.197,11920762.91,,,,,,,,
98620,COINBASE_SPOT_COTI_USD,COINBASE,SPOT,COTI,USD,2022-01-06,2022-01-06T15:38:34.0248670Z,0.35855,COTI-USD,COTI,USD,0.0001,0.1,,,,,,2022-01-06T15:39:31.5460070Z,,,,,2021-08-26,2021-08-26T18:55:30.5383920Z,,,2021-08-26T22:29:05.8431640Z,619750.7,222237.01,15228730.8,5460885.56,,,,,,,,
99925,COINBASE_SPOT_RAD_USD,COINBASE,SPOT,RAD,USD,2022-01-06,2022-01-06T15:37:10.8601800Z,9.59,RAD-USD,RAD,USD,0.01,0.01,,,,,,2022-01-06T15:32:39.3209330Z,,,,,2021-09-01,2021-09-01T16:01:10.4813340Z,,,2021-09-01T16:14:50.5452160Z,1468.28,14074.13,238445.05,2285603.27,,,,,,,,
99926,COINBASE_SPOT_DDX_USD,COINBASE,SPOT,DDX,USD,2022-01-06,2022-01-06T15:35:20.3918080Z,3.825,DDX-USD,DDX,USD,0.01,0.01,,,,,,2022-01-06T15:34:13.2176400Z,,,,,2021-09-01,2021-09-01T16:01:01.1832220Z,,,2021-09-01T16:14:55.5788870Z,5268.82,20154.34,180280.91,689612.4,,,,,,,,
99928,COINBASE_SPOT_YFII_USD,COINBASE,SPOT,YFII,USD,2022-01-06,2022-01-06T15:34:55.8668840Z,2613.435,YFII-USD,YFII,USD,0.01,1e-08,,,,,,2022-01-06T15:32:34.1186580Z,,,,,2021-09-01,2021-09-01T16:03:02.1035130Z,,,2021-09-01T16:40:05.3099650Z,7.4751407,19535.29,371.48802781,970834.99,,,,,,,,
102130,COINBASE_SPOT_RGT_USD,COINBASE,SPOT,RGT,USD,2022-01-06,2022-01-06T15:40:49.0606880Z,23.88,RGT-USD,RGT,USD,0.01,0.001,,,,,,2022-01-06T15:27:04.0091270Z,,,,,2021-09-09,2021-09-09T16:05:05.0219610Z,,,2021-09-09T21:48:53.2216230Z,825.327,19746.89,18167.719,434683.36,,,,,,,,
102137,COINBASE_SPOT_XYO_USD,COINBASE,SPOT,XYO,USD,2022-01-06,2022-01-06T15:30:36.7457030Z,0.0308395,XYO-USD,XYO,USD,1e-06,0.1,,,,,,2022-01-06T15:32:17.2856430Z,,,,,2021-09-09,2021-09-09T16:00:33.2628660Z,,,2021-09-09T16:12:35.4251190Z,8157201.1,251632.44,311991936.8,9624292.67,,,,,,,,
102138,COINBASE_SPOT_SHIB_USD,COINBASE,SPOT,SHIB,USD,2022-01-06,2022-01-06T15:31:10.5488620Z,3.01e-05,SHIB-USD,SHIB,USD,1e-07,1.0,,,,,,2022-01-06T15:32:13.1262100Z,,,,,2021-09-09,2021-09-09T16:00:36.0435560Z,,,2021-09-09T16:12:34.0036640Z,264005487102.0,7933451.04,5665861036503.0,170260972.98,,,,,,,,
103311,COINBASE_SPOT_BTRST_USD,COINBASE,SPOT,BTRST,USD,2022-01-06,2022-01-06T15:42:36.0796140Z,3.225,BTRST-USD,BTRST,USD,0.01,0.01,,,,,,2022-01-06T15:16:48.9591080Z,,,,,2021-09-15,2021-09-15T18:01:28.8354740Z,,,2021-09-15T18:25:03.0602810Z,1928.95,6219.76,212061.49,683777.02,,,,,,,,
103795,COINBASE_SPOT_ZEN_USD,COINBASE,SPOT,ZEN,USD,2022-01-06,2022-01-06T15:35:23.4038990Z,57.205,ZEN-USD,ZEN,USD,0.01,0.001,,,,,,2022-01-06T15:24:43.8461150Z,,,,,2021-09-16,2021-09-16T18:58:20.3901390Z,,,2021-09-16T19:06:35.6039840Z,1770.344,101279.88,17676.848,1011277.53,,,,,,,,
104956,COINBASE_SPOT_AGLD_USD,COINBASE,SPOT,AGLD,USD,2022-01-06,2022-01-06T15:39:24.8874130Z,1.585,AGLD-USD,AGLD,USD,0.01,0.01,,,,,,2022-01-06T15:33:52.2957090Z,,,,,2021-09-21,2021-09-21T16:01:44.0286490Z,,,2021-09-21T16:10:12.7091530Z,58164.93,92289.26,440143.38,698367.64,,,,,,,,
107136,COINBASE_SPOT_AVAX_USD,COINBASE,SPOT,AVAX,USD,2022-01-06,2022-01-06T15:36:08.8597230Z,94.035,AVAX-USD,AVAX,USD,0.01,0.001,,,,,,2022-01-06T15:31:51.1040480Z,,,,,2021-09-30,2021-09-30T18:56:11.6942080Z,,,2021-09-30T19:03:02.2759990Z,29581.403,2782922.12,1541642.551,145032713.63,,,,,,,,
108836,COINBASE_SPOT_JASMY_USD,COINBASE,SPOT,JASMY,USD,2022-01-06,2022-01-06T15:38:24.1296360Z,0.075315,JASMY-USD,JASMY,USD,1e-05,1.0,,,,,,2022-01-06T15:28:53.4098850Z,,,,,2021-10-07,2021-10-07T19:01:24.4319070Z,,,2021-10-07T19:08:59.3536810Z,5552835.0,418547.35,212931664.0,16049816.73,,,,,,,,
108838,COINBASE_SPOT_FX_USD,COINBASE,SPOT,FX,USD,2022-01-06,2022-01-06T15:36:56.6332180Z,0.80395,FX-USD,FX,USD,0.0001,0.1,,,,,,2022-01-06T15:25:31.1404190Z,,,,,2021-10-07,2021-10-07T19:02:36.0108500Z,,,2021-10-07T19:09:10.4648570Z,17000.6,13672.73,543054.9,436751.9,,,,,,,,
108839,COINBASE_SPOT_WCFG_USD,COINBASE,SPOT,WCFG,USD,2022-01-06,2022-01-06T15:31:55.2775130Z,0.835,WCFG-USD,WCFG,USD,0.01,0.01,,,,,,2022-01-06T15:35:25.0345910Z,,,,,2021-10-07,2021-10-07T19:01:55.8410450Z,,,2021-10-07T19:09:01.4580830Z,9967.65,8319.52,1042681.79,870276.33,,,,,,,,
110299,COINBASE_SPOT_BADGER_USD,COINBASE,SPOT,BADGER,USD,2022-01-06,2022-01-06T15:38:35.0794210Z,13.41,BADGER-USD,BADGER,USD,0.01,0.001,,,,,,2022-01-06T15:38:25.7172240Z,,,,,2021-10-14,2021-10-14T16:04:29.6235900Z,,,2021-10-14T16:14:01.3277450Z,2833.219,37979.07,62848.59,842480.27,,,,,,,,
110301,COINBASE_SPOT_RARI_USD,COINBASE,SPOT,RARI,USD,2022-01-06,2022-01-06T15:37:45.1742820Z,13.905,RARI-USD,RARI,USD,0.01,0.001,,,,,,2022-01-06T15:29:01.7458810Z,,,,,2021-10-14,2021-10-14T16:04:11.7805560Z,,,2021-10-14T16:14:01.1293180Z,5399.476,74869.61,87677.919,1215749.81,,,,,,,,
112448,COINBASE_SPOT_PERP_USD,COINBASE,SPOT,PERP,USD,2022-01-06,2022-01-06T15:40:21.5915260Z,8.5,PERP-USD,PERP,USD,0.01,0.001,,,,,,2022-01-06T15:31:17.9139650Z,,,,,2021-10-19,2021-10-19T16:02:45.8295580Z,,,2021-10-19T16:09:55.8235290Z,3520.159,29895.59,112730.129,957381.17,,,,,,,,
112451,COINBASE_SPOT_ARPA_USD,COINBASE,SPOT,ARPA,USD,2022-01-06,2022-01-06T15:36:42.4943270Z,0.09075,ARPA-USD,ARPA,USD,0.0001,0.1,,,,,,2022-01-06T15:37:16.3453310Z,,,,,2021-10-19,2021-10-19T16:02:00.0816250Z,,,2021-10-19T16:09:52.6299220Z,36440.0,3308.18,10209382.6,926851.78,,,,,,,,
112452,COINBASE_SPOT_AUCTION_USD,COINBASE,SPOT,AUCTION,USD,2022-01-06,2022-01-06T15:37:12.2539300Z,22.01,AUCTION-USD,AUCTION,USD,0.01,0.001,,,,,,2022-01-06T15:34:38.7835080Z,,,,,2021-10-19,2021-10-19T16:02:13.3330490Z,,,2021-10-19T16:09:51.5053280Z,5725.805,126042.73,87469.892,1925483.65,,,,,,,,
113170,COINBASE_SPOT_ASM_USD,COINBASE,SPOT,ASM,USD,2022-01-06,2022-01-06T15:39:54.0835750Z,0.07993,ASM-USD,ASM,USD,1e-05,1.0,,,,,,2022-01-06T15:35:31.3683440Z,,,,,2021-10-21,2021-10-21T16:00:23.1731430Z,,,2021-10-21T16:06:06.7346890Z,1082417.0,86556.24,23341174.0,1866493.38,,,,,,,,
116243,COINBASE_SPOT_KRL_USD,COINBASE,SPOT,KRL,USD,2022-01-06,2022-01-06T15:41:32.9583540Z,1.2904,KRL-USD,KRL,USD,0.0001,0.1,,,,,,2022-01-06T15:32:58.2446760Z,,,,,2021-11-02,2021-11-02T16:00:38.4003370Z,,,2021-11-02T16:17:52.7799130Z,25908.1,33429.22,915836.3,1181703.47,,,,,,,,
116244,COINBASE_SPOT_LCX_USD,COINBASE,SPOT,LCX,USD,2022-01-06,2022-01-06T15:39:08.2068400Z,0.1662,LCX-USD,LCX,USD,0.0001,0.1,,,,,,2022-01-06T15:37:10.0420620Z,,,,,2021-11-02,2021-11-02T16:00:21.1993130Z,,,2021-11-02T16:17:53.0692290Z,566644.5,94176.32,15492680.3,2574883.47,,,,,,,,
116249,COINBASE_SPOT_TRAC_USD,COINBASE,SPOT,TRAC,USD,2022-01-06,2022-01-06T15:30:05.5378250Z,1.03185,TRAC-USD,TRAC,USD,0.0001,0.1,,,,,,2022-01-06T15:33:19.9404320Z,,,,,2021-11-02,2021-11-02T16:03:50.0426760Z,,,2021-11-02T16:30:03.0858380Z,53171.0,54861.11,2116633.0,2183912.84,,,,,,,,
116267,COINBASE_SPOT_SUKU_USD,COINBASE,SPOT,SUKU,USD,2022-01-06,2022-01-06T15:31:21.9791570Z,0.44375,SUKU-USD,SUKU,USD,0.0001,0.1,,,,,,2022-01-06T15:27:33.6070480Z,,,,,2021-11-02,2021-11-02T16:46:32.9679010Z,,,2021-11-02T16:55:31.1252050Z,47247.5,20965.59,2190018.2,971797.95,,,,,,,,
117822,COINBASE_SPOT_CRO_USD,COINBASE,SPOT,CRO,USD,2022-01-06,2022-01-06T15:33:53.4969120Z,0.4983,CRO-USD,CRO,USD,0.0001,0.1,,,,,,2022-01-06T15:36:33.0882960Z,,,,,2021-11-03,2021-11-03T16:29:22.3263720Z,,,2021-11-03T16:38:59.7537680Z,3682168.0,1836297.18,122445954.8,61063797.66,,,,,,,,
117897,COINBASE_SPOT_CVC_USD,COINBASE,SPOT,CVC,USD,2022-01-06,2022-01-06T15:32:36.8952400Z,0.3281,CVC-USD,CVC,USD,0.0001,0.1,,,,,,2022-01-06T15:39:16.0689450Z,,,,,2021-11-03,2021-11-03T19:26:47.0364470Z,,,2021-11-03T19:46:55.9455720Z,52618.1,17258.03,2534739.8,831360.44,,,,,,,,
117898,COINBASE_SPOT_DNT_USD,COINBASE,SPOT,DNT,USD,2022-01-06,2022-01-06T15:39:24.7926750Z,0.11995,DNT-USD,DNT,USD,0.0001,0.1,,,,,,2022-01-06T15:34:03.3776470Z,,,,,2021-11-03,2021-11-03T19:27:56.4014200Z,,,2021-11-03T19:59:02.2565790Z,120191.1,14425.09,4587999.2,550642.35,,,,,,,,
117899,COINBASE_SPOT_LOOM_USD,COINBASE,SPOT,LOOM,USD,2022-01-06,2022-01-06T15:35:02.1654010Z,0.09105,LOOM-USD,LOOM,USD,0.0001,0.1,,,,,,2022-01-06T15:22:05.2034730Z,,,,,2021-11-03,2021-11-03T19:24:38.1044100Z,,,2021-11-03T22:48:08.4238660Z,10982.2,909.37,2832350.9,234530.38,,,,,,,,
123286,COINBASE_SPOT_GYEN_USD,COINBASE,SPOT,GYEN,USD,2022-01-06,2022-01-06T15:40:01.7967950Z,0.008608,GYEN-USD,GYEN,USD,1e-06,1.0,,,,,,2022-01-06T15:36:04.1368290Z,,,,,2021-11-15,2021-11-15T20:06:27.6539790Z,,,2021-11-15T21:40:36.4957640Z,4924303.0,42393.32,137144511.0,1180677.1,,,,,,,,
123829,COINBASE_SPOT_ALCX_USD,COINBASE,SPOT,ALCX,USD,2022-01-06,2022-01-06T15:41:10.8040580Z,369.27,ALCX-USD,ALCX,USD,0.01,0.0001,,,,,,2022-01-06T15:30:17.3674770Z,,,,,2021-11-16,2021-11-16T17:02:33.9844920Z,,,2021-11-16T17:46:32.2129140Z,794.798,293573.68,62461.9162,23071490.78,,,,,,,,
123830,COINBASE_SPOT_ENS_USD,COINBASE,SPOT,ENS,USD,2022-01-06,2022-01-06T15:38:48.5764560Z,32.725,ENS-USD,ENS,USD,0.01,0.001,,,,,,2022-01-06T15:29:01.4929660Z,,,,,2021-11-16,2021-11-16T17:01:37.3870870Z,,,2021-11-16T17:21:19.6780030Z,19835.846,649242.88,399714.4,13082967.5,,,,,,,,
123831,COINBASE_SPOT_POWR_USD,COINBASE,SPOT,POWR,USD,2022-01-06,2022-01-06T15:36:22.1153990Z,0.53065,POWR-USD,POWR,USD,0.0001,0.1,,,,,,2022-01-06T15:33:41.3242750Z,,,,,2021-11-16,2021-11-16T17:01:02.2756430Z,,,2021-11-16T17:24:21.2273130Z,59896.3,31779.54,8090165.9,4292448.28,,,,,,,,
123832,COINBASE_SPOT_GALA_USD,COINBASE,SPOT,GALA,USD,2022-01-06,2022-01-06T15:33:08.5733060Z,0.3843,GALA-USD,GALA,USD,1e-05,1.0,,,,,,2022-01-06T15:36:41.1452730Z,,,,,2021-11-16,2021-11-16T17:01:23.4024120Z,,,2021-11-16T17:23:40.8811370Z,8463639.0,3254311.04,174087048.0,66937330.59,,,,,,,,
124517,COINBASE_SPOT_VGX_USD,COINBASE,SPOT,VGX,USD,2022-01-06,2022-01-06T15:38:03.3411230Z,2.695,VGX-USD,VGX,USD,0.01,0.01,,,,,,2022-01-06T15:30:48.4711470Z,,,,,2021-11-18,2021-11-18T20:08:26.4976890Z,,,2021-11-18T20:28:24.5830880Z,67357.32,181577.76,3083512.32,8312344.69,,,,,,,,
124519,COINBASE_SPOT_MUSD_USD,COINBASE,SPOT,MUSD,USD,2022-01-06,2022-01-06T15:34:14.3278020Z,0.9995,MUSD-USD,MUSD,USD,0.001,0.01,,,,,,2022-01-06T15:34:14.3278020Z,,,,,2021-11-18,2021-11-18T20:11:02.7836780Z,,,2021-11-18T20:20:02.8488960Z,6589.77,6586.48,361595.85,361415.05,,,,,,,,
