,symbol,signal,req,trades,pv,minutes,retrack_days
330,btc,0.25,0.15,0,100.0,,5
331,btc,0.25,0.2,0,100.0,,5
332,btc,0.25,0.25,0,100.0,,5
333,btc,0.25,0.3,0,100.0,,5
334,btc,0.25,0.35,0,100.0,,5
335,btc,0.25,0.4,0,100.0,,5
354,btc,0.4,0.15,0,100.0,,5
356,btc,0.4,0.25,0,100.0,,5
422,btc,0.35,0.35,0,100.0,,6
414,btc,0.3,0.35,0,100.0,,6
408,btc,0.3,0.05,0,100.0,,6
409,btc,0.3,0.1,0,100.0,,6
410,btc,0.3,0.15,0,100.0,,6
411,btc,0.3,0.2,0,100.0,,6
412,btc,0.3,0.25,0,100.0,,6
413,btc,0.3,0.3,0,100.0,,6
415,btc,0.3,0.4,0,100.0,,6
406,btc,0.25,0.35,0,100.0,,6
416,btc,0.35,0.05,0,100.0,,6
417,btc,0.35,0.1,0,100.0,,6
418,btc,0.35,0.15,0,100.0,,6
419,btc,0.35,0.2,0,100.0,,6
420,btc,0.35,0.25,0,100.0,,6
421,btc,0.35,0.3,0,100.0,,6
407,btc,0.25,0.4,0,100.0,,6
405,btc,0.25,0.3,0,100.0,,6
357,btc,0.4,0.3,0,100.0,,5
364,btc,0.0,0.25,0,100.0,,6
358,btc,0.4,0.35,0,100.0,,5
359,btc,0.4,0.4,0,100.0,,5
360,btc,0.0,0.05,0,100.0,,6
361,btc,0.0,0.1,0,100.0,,6
362,btc,0.0,0.15,0,100.0,,6
363,btc,0.0,0.2,0,100.0,,6
365,btc,0.0,0.3,0,100.0,,6
404,btc,0.25,0.25,0,100.0,,6
366,btc,0.0,0.35,0,100.0,,6
367,btc,0.0,0.4,0,100.0,,6
400,btc,0.25,0.05,0,100.0,,6
401,btc,0.25,0.1,0,100.0,,6
402,btc,0.25,0.15,0,100.0,,6
403,btc,0.25,0.2,0,100.0,,6
863,eth,0.4,0.4,0,100.0,,6
